iter	RMSE
0	0.09231334894
1	0.09105868593
2	0.08970832392
3	0.08797242666
4	0.0862880222
5	0.08463462994
6	0.08294044925
7	0.08163214419
8	0.08028820279
9	0.07868450061
10	0.07732699515
11	0.07615948984
12	0.07470354581
13	0.07329676126
14	0.07189805329
15	0.07083930346
16	0.06968242401
17	0.06844154987
18	0.06705266071
19	0.06649341496
20	0.06518178623
21	0.06406009006
22	0.06278490464
23	0.06153389138
24	0.06055667324
25	0.05945655192
26	0.05835658269
27	0.05773392411
28	0.05683503828
29	0.05605739515
30	0.0551032275
31	0.05426875689
32	0.05339595214
33	0.0526207932
34	0.05182810044
35	0.05115496192
36	0.05027800902
37	0.04948788241
38	0.04863048362
39	0.0477363225
40	0.04717834253
41	0.04643354787
42	0.04575872281
43	0.04510105397
44	0.04437838357
45	0.0438139754
46	0.04316042132
47	0.04251535968
48	0.04194027214
49	0.04126075543
50	0.04064511314
51	0.03991727035
52	0.03922907371
53	0.03869690752
54	0.03802855319
55	0.0374208283
56	0.03684932797
57	0.03630693824
58	0.03570828576
59	0.03541929373
60	0.03481887252
61	0.03421787187
62	0.03368516606
63	0.03326255019
64	0.03279024903
65	0.03230899404
66	0.03189995587
67	0.03135979158
68	0.03098088225
69	0.03052026676
70	0.03004485767
71	0.02959748293
72	0.02915438468
73	0.02876872257
74	0.0283446727
75	0.02790777458
76	0.02751072273
77	0.02712887955
78	0.02677480873
79	0.02639880882
80	0.02605323831
81	0.02586044522
82	0.02548072105
83	0.02513400189
84	0.02478931117
85	0.02447076835
86	0.02415636085
87	0.02380105053
88	0.02359986469
89	0.02329794435
90	0.02292205565
91	0.02261347918
92	0.02231765804
93	0.02197498729
94	0.02170011067
95	0.02142361106
96	0.02116867381
97	0.02086706885
98	0.02059764424
99	0.0204267137
100	0.02025945549
101	0.02000154995
102	0.01972141611
103	0.01947931138
104	0.01921877789
105	0.0189550683
106	0.01871142608
107	0.01855482605
108	0.01828725343
109	0.01806698784
110	0.01783659649
111	0.01759985604
112	0.01744695969
113	0.01722493234
114	0.01702498339
115	0.01679134809
116	0.01665693743
117	0.01646790859
118	0.01626023997
119	0.01607216015
120	0.0159338483
121	0.01580446476
122	0.01565943235
123	0.01544407658
124	0.01530434565
125	0.01517114318
126	0.01499311734
127	0.01485239241
128	0.01472119476
129	0.01452302838
130	0.01440676859
131	0.0142101409
132	0.01404521338
133	0.01390781912
134	0.01380058473
135	0.01362646836
136	0.01352230807
137	0.01335024332
138	0.01319162943
139	0.0130909134
140	0.01299079421
141	0.01288294745
142	0.01273337015
143	0.01263092147
144	0.01246562668
145	0.01230927035
146	0.01220651948
147	0.01206973446
148	0.0119815704
149	0.01189206273
150	0.01174907925
151	0.01165407535
152	0.01157462752
153	0.0114641393
154	0.01132528156
155	0.01123043683
156	0.01114136621
157	0.01104774628
158	0.01095611438
159	0.01086574362
160	0.01078201757
161	0.01069679413
162	0.01059206414
163	0.01050563611
164	0.01041974952
165	0.01029912686
166	0.01020339591
